col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,target
0.3507096627646171,0.00465426065334662,0.5294243079816483,0.1880359842442746,0.2065922342412263,0.8686218455703824,0.9296581180082619,0.722312988495127,0.8373684759821062,0.08605906071131686,1
0.9919567407384365,0.5776272683488525,0.4734647184455203,0.01536380728315645,0.44061298142606775,0.7507233463963748,0.6595886949035608,0.11450907664539645,0.08241317906022183,0.10314563724516301,0
0.5146153596483853,0.8287753856836553,0.2612795621635534,0.4630131914707277,0.0685949762023298,0.365564068720709,0.7193900260231824,0.06471225289110105,0.5523551835123475,0.22726492068066695,0
0.0939299690036759,0.6916300748179827,0.9650607881637532,0.09964368584853223,0.2862671091056841,0.16368855992855125,0.5602255075459841,0.8846381138297474,0.20121093771765086,0.8084970706268073,0
0.6258947052566322,0.5427502988253463,0.8217926572446126,0.19332685856054654,0.3329640731619462,0.09817376399704003,0.8261081851875224,0.8199789561315126,0.24799832713299053,0.46281686693917035,1
0.8580481559172198,0.6746895053580326,0.7387556263382609,0.587943050054846,0.6270901026828394,0.5468976639495255,0.8431266650542696,0.7843145621457672,0.02662436951702052,0.09994958870885906,1
0.5084283898559704,0.5809409585926378,0.9076880766065397,0.6415962670076744,0.6380804234985161,0.9587552958108786,0.3897812747704169,0.5384583792837125,0.8286074727734807,0.6123033177455136,0
0.3243795634198887,0.9537297435078932,0.4669334096924709,0.6551835369571252,0.10948486833913795,0.9923230055018144,0.18806802717366,0.9748412947404542,0.7223141300485565,0.5538323081028758,1
0.42043631241747126,0.5779235828449979,0.7658095747556117,0.5921803031877612,0.558280969417156,0.8142451198320263,0.2735914029420422,0.1821868304568156,0.3019641907590732,0.8651369727730093,0
0.777979787824993,0.8488739276986712,0.7029769167029016,0.15343870695632977,0.1547640327423262,0.30819031002393804,0.9419827544283695,0.7140974845033133,0.4906069851135282,0.5953923395738626,1
0.3376755683327144,0.6253178878186336,0.48287926272247705,0.8561550215666698,0.026197048397262,0.5357354815918475,0.8784602183392255,0.8916867628606634,0.42866260712443305,0.3028119905329292,0
0.7694297753345367,0.23572012608081583,0.322308703420225,0.22704778376025447,0.2233451478023989,0.4634094740592031,0.3257188886584973,0.7619711588945138,0.7841533352403854,0.37458968860159303,0
0.9609799880981699,0.4010064027406547,0.3483035178479392,0.2312251530701379,0.8371040126487896,0.009579372243281759,0.6415187637274303,0.0778326247892549,0.915976753021898,0.5643816266069791,1
0.3576862830983675,0.9995973804976702,0.6439348148140484,0.7404557587511628,0.49878564349973165,0.16294569832802153,0.7541335210551581,0.005152901328557835,0.764303829322535,0.5704143514851949,1
0.1693413621327272,0.5603092730496632,0.3724119569720745,0.8829967015756585,0.055232273595273274,0.41189416334039086,0.07429908827214138,0.8534028629584125,0.44887221304384195,0.5546463046734071,0
0.6668089512930889,0.0318698340489848,0.9984267503205304,0.49912430341208047,0.416783111776018,0.09755797157979651,0.5107250880553328,0.2654945033944972,0.09368560172138873,0.6938414918015218,0
0.007859234423164496,0.9879175989693485,0.3115577119536237,0.8147451746649297,0.27073124547523975,0.5041276153559037,0.015729064610220944,0.10656646562663541,0.7067200296527315,0.5712497124797753,1
0.44946549732713836,0.863672118157412,0.10854106227693927,0.19319946249370779,0.10855957080341672,0.34720586139361576,0.4923152633667407,0.9215886797333595,0.9674712195590814,0.2337059517074398,1
0.6738826791577122,0.8368963333189323,0.5579505600917655,0.7914182747854177,0.9515642217349403,0.25191464189998114,0.6912465386743456,0.9939212412031916,0.782294810711704,0.6101657314506296,0
0.21658015398896546,0.10928286275921328,0.4554217507757624,0.49968952823563173,0.24276824924977503,0.03319068495316213,0.9283621001075202,0.8298088424197528,0.7697175024936319,0.29027613979540356,0
0.395756354454197,0.6757747145220828,0.6559875065438873,0.5858396120199242,0.30818388710532574,0.5551275643737205,0.2581905008298514,0.576232490739468,0.6106604667608794,0.40967494024932805,0
0.6179067861618953,0.7436629447065493,0.2598962606148917,0.9562987676066621,0.012427200857715204,0.6774842344574294,0.12453154032837932,0.8996203767694284,0.5052188924465818,0.29261547035553004,1
0.6763286726317828,0.4294038036078942,0.1311819796927376,0.09725355737983887,0.57970586652932,0.050289079397192515,0.16787516432257799,0.7750368579373633,0.6887057656941448,0.09556876827982697,0
0.6426820153848453,0.4529936172378022,0.6207503018051427,0.4947469645181527,0.1397918992542192,0.03900193330187973,0.04664451162128824,0.22399077452633864,0.9035033824610067,0.03806638566079201,1
0.23313950161431574,0.708506243758675,0.39770373627047506,0.6139638047480956,0.23087631381540852,0.48369367152866327,0.8752379578969968,0.06642272659311887,0.6323632559761017,0.1858457034717098,1
0.08053262057816135,0.3128990134064408,0.9242076439762906,0.8645475650160575,0.3127566579225155,0.9323379963473228,0.7318422332878615,0.618819473800424,0.2648906010537597,0.7119717970276553,1
0.9179005191017411,0.04336530699025909,0.9033647336587041,0.5341920216952303,0.10950450300705461,0.5060412519512858,0.37149256621167437,0.723792999988115,0.29860982286072757,0.26582300482037113,1
0.045001565598276394,0.5216230143259505,0.7504342219516448,0.6908080771620291,0.3307675674534897,0.5680824781357439,0.031604247730170676,0.7708795361537262,0.7194987661644983,0.20171205617424326,1
0.7856040929853368,0.749938249509605,0.21641137558235557,0.918886534007454,0.5453527563410424,0.3309940297267655,0.17186279510712832,0.5099542203623266,0.1641951259495712,0.9803966010730507,1
